Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
13371,7-1089,7-1089 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Anne Beattie,,,,,,,,,,,,,,,
13365,7-1083,7-1083 title,Radio Theater,,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,Uneven tape pack;,Richard Gardner,,,,,,,,,,,,,,,
13364,7-1082,7-1082 title,Radio Theater,The Autocrats',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:35:00,,Paul D'Andrea,,,,,,,,,,,,,,,
13352,7-1070,7-1070 title,"Fiction, Film",says novels can't be successfully made into films,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Jonathan Miller,,,,,,,,,,,,,,,
13350,7-1068,7-1068 title,"Animals, Environment/Climate",rancher and naturalist,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Dayton Hyde,,,,,,,,,,,,,,,
13343,7-1061,7-1061 title,Poetry,4 Portland Madmen',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:00,,,,,,,,,,,,,,,,,
13341,7-1059,7-1059 title,Poetry,someone' reading 'Home Movies',,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
13324,7-1042,7-1042 title,Poetry,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Dan Raphael,,,,,,,,,,,,,,,
13314,7-1032,7-1032 title,"Poetry, Fiction","readsFromPoeticNovelMyDeath, MyLife, PierPaulPasolin",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Kathy Acker,,,,,,,,,,,,,,,
13313,7-1031,7-1031 title,Poetry,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Ron Padgett,,,,,,,,,,,,,,,
13310,7-1028,7-1028 title,Poetry,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Alice Nutley,,,,,,,,,,,,,,,
13309,7-1027,7-1027 title,Poetry,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Robert Brownstein,,,,,,,,,,,,,,,
13308,7-1026,7-1026 title,Poetry,Scottish poet&balladeer performs,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Helen Adam,,,,,,,,,,,,,,,
13303,7-1021,7-1021 title,Poetry,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,Uneven tape pack; No proper tape leader head,Rita Mae Brown,,,,,,,,,,,,,,,
13296,7-1014,7-1014 title,Poetry,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:50:00,,Block,,,,,,,,,,,,,,,
13289,7-1005,7-1005 title,Poetry,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Amiri Baraka,,,,,,,,,,,,,,,
13277,7-0993,7-0993 title,Poetry,Portland Poetry Fest.,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
13275,7-0991,7-0991 title,"Global Affairs, Education",wrote curriculum for teaching about SAfrica,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:38:00,,Bill Bigelow,,,,,,,,,,,,,,,
13266,7-0982,7-0982 title,Fiction,reads from 'Dogeaters',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:15,,Jessica Hagedorn,,,,,,,,,,,,,,,
13262,7-0978,7-0978 title,"Humor, Poetry",reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Pedro Pietri,,,,,,,,,,,,,,,
13258,7-0974,7-0974 title,Poetry,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:18,,Lawrence Ferlinghetti,,,,,,,,,,,,,,,
13244,7-0960,7-0960 title,Poetry,Stephen Thomas-readings,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:32:00,,John Berryman,,,,,,,,,,,,,,,
13237,7-0900,7-0900 title,Indigenous,indigenous land rights,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,,,,,,,,,,,,,,,,,
13235,7-0899,7-0899 title,"Global Affairs, Government/Politics",Philippine student activist,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Bony Javier,,,,,,,,,,,,,,,
13228,7-0953,7-0953 title,Poetry,biography,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Kenneth Rexroth,,,,,,,,,,,,,,,
13223,7-0951,7-0951 title,"Poetry, African American",reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Amiri Baraka,,,,,,,,,,,,,,,
13219,7-0890,7-0890 title,Indigenous,Kootenai,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:09,,,,,,,,,,,,,,,,,
13203,7-0942,7-0942 title,"Fiction, Poetry",reads,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Claribel Alegria,,,,,,,,,,,,,,,
13199,7-0940,7-0940 title,"neighborhoods, Environment/Climate",on neighbor conflicts,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:27,,Barbara Bernstein,,,,,,,,,,,,,,,
13194,7-0938,7-0938 title,Fiction,wrote 'My Ismael',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:13,,Daniel Quinn,,,,,,,,,,,,,,,
13187,7-0933,7-0933 title,Radio Theater,IncredibleAdventuresOfJackFlanders',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,,,,,,,,,,,,,,,,
13185,7-0932,7-0932 title,Fiction,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Arthur Clarke,,,,,,,,,,,,,,,
13182,7-0931,7-0931 title,Fiction,panel discussion on Clarke,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:53:24,,Arthur Clarke,,,,,,,,,,,,,,,
13181,7-0930,7-0930 title,Fiction,on science fiction,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:53:24,,panel,,,,,,,,,,,,,,,
13175,7-0868,7-0868 title,Faith/Religion/Spirituality,interview with a witch,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
13171,7-0926,7-0926 title,Faith/Religion/Spirituality,Awakening the Heroes Within',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Carol Pearson,,,,,,,,,,,,,,,
13165,7-0922,7-0922 title,Women,pioneer women of the Oregon Trail,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:35,,Susan Butruille,,,,,,,,,,,,,,,
13164,7-0921,7-0921 title,Labor,public employees,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
13163,7-0863,7-0863 title,Agriculture,biodynamicandFrench intensive gardening,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Bart Johnson,,,,,,,,,,,,,,,
13162,7-0920,7-0920 title,Environment/Climate,ozone,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:06,,Goodkin,,,,,,,,,,,,,,,
13160,7-0918,7-0918 title,Environment/Climate,ofConservationInternational on debt swap,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:00,,Ken Margolis,,,,,,,,,,,,,,,
13158,7-0917,7-0917 title,Global Affairs,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,Uneven tape pack; No proper tape leader head,Jane Hander,,,,,,,,,,,,,,,
13154,7-0916,7-0916 title,"Fiction, Youth",reads A Child's Christmas in Wales,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:18,,Dylan Thomas,,,,,,,,,,,,,,,
13148,7-0914,7-0914 title,Environment/Climate,of Conservation International on biological divers,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:18:00,,Ken Margolis,,,,,,,,,,,,,,,
13147,7-0913,7-0913 title,"War/Peace, Environment/Climate",military bases' effect on local residents,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:31:16,,,,,,,,,,,,,,,,,
13146,7-0912,7-0912 title,Government/Politics,5 people on 'leadership',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
13132,7-0906,Bud Clark on the Homeless (2 tapes),Housing/Homelessness,with Michael Stoops,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:30:00,,"Bud Clark, Michael Stoops",,,,,,,,,,,,,,,
13114,7-0895,7-0895 title,Government/Politics,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:21:15,Uneven tape pack; Mold/Fungus; No proper tape leader head,Alexander Cockburn,,,,,,,,,,,,,,,
13113,7-0894,7-0894 title,History,promo carts for KBOO shows- '70's-'80's,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
13111,7-0893,7-0893 title,Environment/Climate,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,Mold/Fungus;,Ronald Wright,,,,,,,,,,,,,,,
13102,7-0835,7-0835 title,Fiction,wrote Into the Forest,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Jean Hegland,,,,,,,,,,,,,,,
13100,7-0834,7-0834 title,"Health, Environment/Climate, Energy/Natural Resources",interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Helen Caldicott,,,,,,,,,,,,,,,
13094,7-0884,7-0884 title,"War/Peace, Military/Veterans",a general on brainwashing,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,William Meyer,,,,,,,,,,,,,,,
13067,7-0818,7-0818 title,Global Affairs,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:20,Uneven tape pack; Mold/Fungus; No proper tape leader head,Jack Corbett,,,,,,,,,,,,,,,
13061,7-0816,7-0816 title,"Energy/Natural Resources, War/Peace",SANE conference,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Jesse Jackson,,,,,,,,,,,,,,,
13028,7-0800,7-0800 title,Global Affairs,3IRA leaders speak,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Joe Cahill,,,,,,,,,,,,,,,
13018,7-0795,7-0795 title,,The Intellectual',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Noam Chomsky,,,,,,,,,,,,,,,
13011,7-0840,7-0840 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:31:00,Uneven tape pack;,Ursula Le Guin,,,,,,,,,,,,,,,
13010,7-0791,7-0791 title,Food,with Food First,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:00,,Medea Benjamin,,,,,,,,,,,,,,,
12999,7-0833,7-0833 title,Fiction,wrote River Teeth,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:30,,David Duncan,,,,,,,,,,,,,,,
12995,7-0831,7-0831 title,"Indigenous, Police",,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,No proper tape leader head,Ward Churchill,,,,,,,,,,,,,,,
12994,7-0784,7-0784 title,Drugs,on his trial & cocaine in general,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:32:00,,Abbie Hoffman,,,,,,,,,,,,,,,
12978,7-0778,7-0778 title,"Government/Politics, latin america, War/Peace",Nicaragua,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Ben Linder,,,,,,,,,,,,,,,
12966,7-0771,7-0771 title,Global Affairs,people of New Guinea rainforest-anthropology,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12962,7-0769,7-0769 title,"Poetry, African American",,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,No proper tape leader head,Nikki Giovanni,,,,,,,,,,,,,,,
12958,7-0767,7-0767 title,African American,wroteTuxedoJunction-onAfr-Amers.InPop.Culture,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Gerald Early,,,,,,,,,,,,,,,
12953,7-0809,7-0809 title,Youth,Youth Freedom Caravan,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12950,7-0808,7-0808 title,"Fiction, Poetry, Indigenous",Ed Edmo,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,James Welch,,,,,,,,,,,,,,,
12949,7-0807,7-0807 title,"latin america, Latin@/Hispanic, Law/Courts/Crime",Mixtec falsely convicted of murder in Oregon,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:15:00,,Santiago Ventura,,,,,,,,,,,,,,,
12940,7-0802,7-0802 title,"Global Affairs, Faith/Religion/Spirituality, War/Peace",rabbi talks about mideast peace,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Joshua Stampfer,,,,,,,,,,,,,,,
12931,7-0755,7-0755 title,Government/Politics,conspiracy theories,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,Mark Lane,,,,,,,,,,,,,,,
12922,7-0792,7-0792 title,latin america,"Corinto, Nicaragua-sister city",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:12:06,,Zelmira Garcia,,,,,,,,,,,,,,,
12916,7-0747,7-0747 title,"War/Peace, Government/Politics",anarchy-pacifism,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:23:00,,Ammon Hennacy,,,,,,,,,,,,,,,
12861,7-0756,7-0756 title,Indigenous,Indian Self-Rule,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,panel,,,,,,,,,,,,,,,
12851,7-0750,7-0750 title,"Government/Politics, Media",Inventing Reality:politics of mass media,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:34:22,,Michael Parenti,,,,,,,,,,,,,,,
12839,7-0744,7-0744 title,,"SaulAlinsky, JamesPike",,,unknown,1/4 inch audio tape,KBOO Archives Room,,,William Coffin,,,,,,,,,,,,,,,
12835,7-0740,7-0740 title,latin america,Nicaragua-ElSalvador- U.S. foreign policy,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:16:09,,,,,,,,,,,,,,,,,
12833,7-0712,7-0712 title,"Corporations, Media",expose of Ad Council of America,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,,,,,,,,,,,,,,,,,
12830,7-0738,7-0738 title,"Environment/Climate, Animals",interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:11:28,,Paul Watson,,,,,,,,,,,,,,,
12826,7-0737,7-0737 title,"Faith/Religion/Spirituality, Youth","children, meditation, intelligence",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Joseph Pearce,,,,,,,,,,,,,,,
12819,7-0734,7-0734 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,No proper tape leader head,Stanley Elkin,,,,,,,,,,,,,,,
12816,7-0702,7-0702 title,Fiction,reads 3 stories,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Grace Paley,,,,,,,,,,,,,,,
12814,7-0701,7-0701 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,Uneven tape pack; Mold/Fungus;,Robert Coover,,,,,,,,,,,,,,,
12813,7-0731,7-0731 title,Fiction,reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Fran Lebowitz,,,,,,,,,,,,,,,
12811,7-0699,"Telling the Truth, part 1","Civil Rights/Human Rights, LGBTQ",Lesbian history,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,Not sure if KBOO. not the best sound quality.,,,,,,,,,,,,,
12805,7-0696,7-0696 title,"latin america, neighborhoods","Portlanders on sister city:Corinto, Nicaragua",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:15:00,,,,,,,,,,,,,,,,,
12800,7-0725,7-0725 title,Fiction,reads from 'Cutting Lisa',,,unknown,1/4 inch audio tape,KBOO Archives Room,,,Percival Everett,,,,,,,,,,,,,,,
12792,7-0690,7-0690 title,"Drugs, Youth",kidsanddrugs-focus on recovery,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,panel,,,,,,,,,,,,,,,
12780,7-0683,7-0683 title,"Education, libraries",docu. on literacy in America,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
12778,7-0714,7-0714 title,Labor,Teamsters for a Democratic Union activist,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:21:26,,Michael Haslett,,,,,,,,,,,,,,,
12773,7-0711,7-0711 title,"Food, Health",wrote Fit or Fat,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:00,,Covert Bailey,,,,,,,,,,,,,,,
12770,7-0709,7-0709 title,Labor,short interviews w/shoeshine men on their work,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:05:09,,,,,,,,,,,,,,,,,
12769,7-0708,7-0708 title,"LGBTQ, Civil Rights/Human Rights",Stonewall Update'-intvws with early gay activists,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12758,7-0675,7-0675 title,"Environment/Climate, neighborhoods, Government/Politics",Portland's Livability,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:00,,,,,,,,,,,,,,,,,
12756,7-0674,7-0674 title,"Food, Health",The New American Diet',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:00,,William Conner,,,,,,,,,,,,,,,
12752,7-0673,7-0673 title,Education,education reform in Oregon,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:22:00,,Vera Katz,,,,,,,,,,,,,,,
12743,7-0669,7-0669 title,Radio Theater,"CeterPith, detective:TransistorRadioMurders",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:06,,,,,,,,,,,,,,,,,
12738,7-0689,7-0689 title,,Andy Simon on 'Amusing Ourselves to Death',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Neil Postman,,,,,,,,,,,,,,,
12737,7-0688,7-0688 title,"Film, Corporations",docu. on independent filmmaking,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12735,7-0687,7-0687 title,"Fiction, Science/Technology",biography,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Isaac Asimov,,,,,,,,,,,,,,,
12733,7-0685,7-0685 title,Faith/Religion/Spirituality,Christmas story: A Season of Miracles,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:35,,,,,,,,,,,,,,,,,
12727,7-0682,7-0682 title,,intvw.-Portland woman wrote her memoir,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,Margaret Brecham,,,,,,,,,,,,,,,
12725,7-0663,7-0663 title,"Energy/Natural Resources, Science/Technology",cook stove design in the 3rd world,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:00,,Yanto Evans,,,,,,,,,,,,,,,
12707,7-0653,7-0653 title,"Indigenous, Environment/Climate",indigenous land rights,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,,,,,,,,,,,,,,,,
12706,7-0652,7-0652 title,,,,,unknown,1/4 inch audio tape,Missing,,,,,,,,,,,,,,,,,,
12704,7-0671,7-0671 title,Radio Theater,HornblowerandTheManWhoFeltQueer',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,C.S. Forrester,,,,,,,,,,,,,,,
12699,7-0668,7-0668 title,"Film, Fiction",wrote Persian Nights,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Diane Johnson,,,,,,,,,,,,,,,
12698,7-0649,7-0649 title,Food,fast food critique,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Michael Jacobson,,,,,,,,,,,,,,,
12695,7-0665,7-0665 title,"latin america, Arts/Culture, Economy, Global Affairs",intvw. w/ParacleteSociety-importers ofNativeCrafts,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12694,7-0648,7-0648 title,Women,Irish women's struggle toward freedom,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:21:00,,Mairead Keane,,,,,,,,,,,,,,,
12683,7-0660,7-0660 title,"Energy/Natural Resources, War/Peace",nuclear free zoning',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:00,,,,,,,,,,,,,,,,,
12680,7-0659,7-0659 title,"War/Peace, Science/Technology",Star Wars,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:40:00,,Ronald Reagan,,,,,,,,,,,,,,,
12657,7-0629,7-0629 title,"Women, Fiction",intvw. w/Calyx Magazine,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
12636,7-0621,7-0621 title,"Health, Women",women andelectroshock,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,John Friedberg,,,,,,,,,,,,,,,
12635,7-0633,7-0633 title,Government/Politics,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Alexander Cockburn,,,,,,,,,,,,,,,
12623,7-0626,7-0626 title,Science/Technology,speech-women in science,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:05:00,,Naomi Weisstein,,,,,,,,,,,,,,,
12616,7-0612,7-0612 title,"Women, Latin@/Hispanic",ChicanaWomen',,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
12613,7-0609,7-0609 title,"Women, Recovery, Drugs",womenandalcoholism-2 copies,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:40:00,,,,,,,,,,,,,,,,,
12608,7-0620,7-0620 title,"Women, Science/Technology",wroteTheScienceQuestionandFeminism,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Sandra Harding,,,,,,,,,,,,,,,
12598,7-0614,7-0614 title,Women,readings from Womenspirit Magazine,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:40:00,,,,,,,,,,,,,,,,,
12597,7-0602,7-0602 title,Labor,dissident in UnitedAutoWorkers,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:16:15,,Jerry Tucker,,,,,,,,,,,,,,,
12570,7-0597,7-0597 title,"Poetry, Women",reading from Calyx Magazine,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:45:00,,,,,,,,,,,,,,,,,
12532,7-0575,7-0575 title,"Labor, latin america",labor in Central America,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:21:18,,Al Weinrub,,,,,,,,,,,,,,,
12530,7-0573,7-0573 title,"Labor, Women",Women Firefighters,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:16:00,,,,,,,,,,,,,,,,,
12527,7-0574,7-0574 title,"Labor, Energy/Natural Resources, Corporations",the Ludlow Massacre,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:42:20,,,,,,,,,,,,,,,,,
12495,7-0560,7-0560 title,"Energy/Natural Resources, War/Peace, Labor",Boomtown'-Hanford history,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,,,,,,,,,,,,,,,,
12491,7-0558,7-0558 title,Energy/Natural Resources,docu. on public power,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12478,7-0547,7-0547 title,"Fiction, Family",wrote Women of Brewster Place.see 7-547,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:12,,Susan Brownmiller,,,,,,,,,,,,,,,
12474,7-0544,7-0544 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:26,Mold/Fungus;,Barbara Kingsolver,,,,,,,,,,,,,,,
12462,7-0545,7-0545 title,"Women, Faith/Religion/Spirituality",diaspora of Jewish women,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12461,7-0535,7-0535 title,Women,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:50:00,No proper tape leader head,Raya Dunaveskaya,,,,,,,,,,,,,,,
12457,7-0533,7-0533 title,Health,health and AIDS,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:00,,Beth Sommers,,,,,,,,,,,,,,,
12449,7-0537,7-0537 title,"Family, Law/Court/Crime",family violence in America,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:33:24,,,,,,,,,,,,,,,,,
12446,7-0529,7-0529 title,"Indigenous, Animals",wrote NChiwana:TheBigRiver (Columbia),,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,Eugene Hunn,,,,,,,,,,,,,,,
12428,7-0517,7-0517 title,"Government/Politics, Law/Courts/Crime",against bill to weaken Bill of Rights,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Frank Wilkinson,,,,,,,,,,,,,,,
12419,7-0523,7-0523 title,"Energy/Natural Resources, Environment/Climate, War/Peace",Facing the Fallout',,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,,,,,,,,,,,,,,,,
12418,7-0522,7-0522 title,"Law/Courts/Crime, Government/Politics",State of the Judiciary speech by chief justice,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Warren Burger,,,,,,,,,,,,,,,
12412,7-0516,7-0516 title,Science/Technology,"pieces on toothbrush, match, golfball, spices, mattres",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12411,7-0515,7-0515 title,"latin america, War/Peace",translated speech on political killings-ElSalvador,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,,,,,,,,,,,,,,,,
12410,7-0514,7-0514 title,"Animals, Environment/Climate","TupperBlake, photog-TracksInTheSky-birdMigration",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Peter Steinhaut,,,,,,,,,,,,,,,
12391,7-0495,7-0495 title,"Women, Law/Courts/Crime",on women's legal issues,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:33:08,,Catherine McKinnon,,,,,,,,,,,,,,,
12390,7-0494,7-0494 title,"Fiction, Women",wrote Les Guerilleres,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,Monique Wittig,,,,,,,,,,,,,,,
12379,7-0483,7-0483 title,"Environment/Climate, Energy/Natural Resources",nuclear wastes,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12378,7-0482,7-0482 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:04,Uneven tape pack; Mold/Fungus; No proper tape leader head,Mary Gordon,,,,,,,,,,,,,,,
12377,7-0481,7-0481 title,Government/Politics,black congresswoman: ThePoliticsOfHope,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Cynthia McKinney,,,,,,,,,,,,,,,
12376,7-0480,7-0480 title,Women,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,Mold/Fungus;,Andrea Dworkin,,,,,,,,,,,,,,,
12366,7-0470,7-0470 title,"African American, Arts/Culture",music selections,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:16,,Paul Robeson,,,,,,,,,,,,,,,
12355,7-0459,7-0459 title,"Humor, Arts/Culture",interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:30,,Reverend Chumleigh,,,,,,,,,,,,,,,
12353,7-0457,7-0457 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:28,Uneven tape pack; Mold/Fungus;,Tracy Daugherty,,,,,,,,,,,,,,,
12333,7-0437,7-0437 title,"Corporations, War/Peace",business can help end the arms race,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Harold Willens,,,,,,,,,,,,,,,
12331,7-0435,7-0435 title,Energy/Natural Resources,WPPSS actualities,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,,,,,,,,,,,,,,,,
